"STATION","NAME","DATE","ACMC","ACMH","ACSC","ACSH","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WESD","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-04-07",,"   90",,"   90",,," 1224","0.10",,"0.0","0.0",,"71","48",,"  180",,,"  180",,"17.9",,,"34.4",,,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-04-08",,"   80",,"   80",,," 1506","0.28",,"0.0","0.0",,"71","52",,"  230",,,"  225",,"28.0",,,"48.3",,,"    1",,"    1",,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-04-09",,"  100",,"  100",,," 0918","0.20",,"0.0","0.0",,"56","41",,"  270",,,"  225",,"23.0",,,"36.7",,,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-04-10",,"   70",,"   80",,," 0512","0.00",,"0.0","0.0",,"55","36",,"  230",,,"  225",,"16.1",,,"24.2","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-04-11",,"   60",,"   70",,," 2054","0.46",,"0.0","0.0",,"65","33",,"  230",,,"  360",,"17.9",,,"24.2","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-04-12",,"   80",,"   90",,," 1054","0.26",,"0.0","0.0",,"53","40",,"  300",,,"  270",,"16.1",,,"23.0","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-04-13",,"   90",,"  100",,," 2348","0.34",,"0.0","0.0",,"43","37",,"   80",,,"   90",,"25.1",,,"35.6","    1",,,"    1",,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-04-14",,"  100",,"  100",,," 1642","0.14",,"0.0","0.0",,"51","37",,"  230",,,"  225",,"25.9",,,"41.4","    1",,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-04-15",,"  100",,"  100",,," 0124","0.00",,"0.0","0.0",,"43","32",,"  240",,,"  225",,"21.9",,,"33.3","    1",,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-04-16",,"   20",,"   20",,," 1230","0.00",,"0.0","0.0",,"46","30",,"  350",,,"  360",,"15.0",,,"25.3",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-04-17",,"   50",,"   60",,," 0900","0.00",,"0.0","0.0",,"56","23",,"  130",,,"  135",,"10.1",,,"15.0",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-04-18",,"   30",,"    0",,," 1430","0.00",,"0.0","0.0",,"63","36",,"  110",,,"   90",,"8.9",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-04-19",,"    0",,"    0",,," 1506","0.00",,"0.0","0.0",,"73","35",,"  180",,,"  180",,"6.0",,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-04-20",,"   60",,"   60",,," 2218","0.05",,"0.0","0.0",,"77","45",,"   30",,,"   45",,"15.0",,,"31.1",,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-04-21",,"   30",,"   30",,," 1212","0.02",,"0.0","0.0",,"74","52",,"   70",,,"   45",,"10.1",,,"16.1","    1","    1",,,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-04-22",,"   10",,"   10",,," 1712","0.00",,"0.0","0.0",,"84","45",,"  240",,,"  270",,"17.0",,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-04-23",,"   30",,"   40",,," 0612","0.00",,"0.0","0.0",,"75","55",,"  290",,,"  270",,"16.1",,,"25.3",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-04-24",,"   10",,"   10",,," 1630","0.00",,"0.0","0.0",,"70","37",,"  300",,,"  315",,"21.0",,,"32.2",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-04-25",,"   60",,"   80",,," 1000","0.00",,"0.0","0.0",,"56","32",,"  330",,,"  315",,"12.1",,,"15.0",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-04-26",,"  100",,"   90",,," 1900","0.00",,"0.0","0.0",,"60","44",,"   60",,,"   45",,"14.1",,,"19.5",,,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-04-27",,"   90",,"  100",,," 1906","0.00",,"0.0","0.0",,"57","45",,"  330",,,"  270",,"14.1",,,"24.2",,,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-04-28",,"  100",,"  100",,," 1554","0.02",,"0.0","0.0",,"55","40",,"  270",,,"  270",,"14.1",,,"17.2","    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-04-29",,"   90",,"   90",,," 1406","0.06",,"0.0","0.0",,"58","43",,"  290",,,"  270",,"8.9",,,"15.0","    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-04-30",,"   60",,"   50",,," 1442","0.00",,"0.0","0.0",,"65","41",,"  340",,,"  360",,"14.1",,,"20.8","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-01",,"   70",,"   70",,," 1254","0.00",,"0.0","0.0",,"67","51",,"  330",,,"  315",,"8.1",,,"13.9","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-02",,"   80",,"  100",,," 1830","0.00",,"0.0","0.0",,"69","46",,"  350",,,"  360",,"6.0",,,"9.2",,,,,,,,"    1",,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-03",,"   50",,"   40",,," 1306","0.00",,"0.0","0.0",,"76","50",,"   70",,,"  180",,"8.1",,,"15.0",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-04",,"   10",,"   10",,," 1318","0.00",,"0.0","0.0",,"85","46",,"  340",,,"  360",,"8.9",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-05",,"   10",,"   10",,," 1806","0.00",,"0.0","0.0",,"86","49",,"  300",,,"  270",,"17.0",,,"24.2",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-06",,"   30",,"   50",,," 1742","0.00",,"0.0","0.0",,"78","54",,"  320",,,"  315",,"15.0",,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-07",,"   70",,"   90",,," 1242","0.00",,"0.0","0.0",,"62","49",,"  350",,,"  315",,"17.9",,,"21.9",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-08",,"   50",,"   80",,," 1354","0.00",,"0.0","0.0",,"58","36",,"  330",,,"  315",,"14.1",,,"27.5",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-09",,"   30",,"   30",,," 1530","0.00",,"0.0","0.0",,"66","33",,"  250",,,"  225",,"12.1",,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-10",,"   60",,"   80",,," 1736","0.00",,"0.0","0.0",,"72","41",,"  220",,,"  180",,"17.0",,,"28.9",,,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-11",,"   90",,"   90",,," 0354","0.12",,"0.0","0.0",,"84","63",,"  220",,,"  225",,"23.0",,,"36.7","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-12",,"  100",,"  100",,," 1718","1.73",,"0.0","0.0",,"79","65",,"  230",,,"  270",,"29.1",,,"49.4","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-13",,"   60",,"   50",,," 1600","0.00",,"0.0","0.0",,"84","59",,"  250",,,"  270",,"21.9",,,"38.0",,,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-14",,"   60",,"   80",,," 0042","0.00",,"0.0","0.0",,"65","49",,"  340",,,"  270",,"14.1",,,"21.9",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-15",,"   20",,"   30",,," 1424","0.00",,"0.0","0.0",,"71","42",,"   80",,,"   45",,"14.1",,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-16",,"   70",,"   90",,," 0906","0.70",,"0.0","0.0",,"67","50",,"   90",,,"   90",,"19.9",,,"26.4","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-17",,"  100",,"  100",,," 1112","0.98",,"0.0","0.0",,"64","60",,"  160",,,"  180",,"19.9",,,"27.5","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-18",,"   90",,"   90",,," 2006","0.00",,"0.0","0.0",,"77","61",,"  230",,,"  315",,"17.0",,,"28.9","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-19",,"  100",,"  100",,," 0336","0.44",,"0.0","0.0",,"74","62",,"  330",,,"  360",,"12.1",,,"17.2","    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-20",,"  100",,"  100",,," 1530","0.00",,"0.0","0.0",,"73","59",,"  340",,,"  360",,"10.1",,,"15.0","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-21",,"   50",,"   80",,," 1200","0.00",,"0.0","0.0",,"76","52",,"   40",,,"   45",,"8.9",,,"12.8","    1","    1",,,,,,"    1",,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-22",,"   50",,"   50",,," 1042","0.00",,"0.0","0.0",,"80","57",,"   90",,,"   90",,"14.1",,,"20.8","    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-23",,"  100",,"   90",,," 1648","0.20",,"0.0","0.0",,"81","65",,"  240",,,"  225",,"21.0",,,"27.5","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-24",,"  100",,"  100",,," 1500","0.11",,"0.0","0.0",,"76","63",,"  250",,,"  270",,"14.1",,,"20.8","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-25",,"   40",,"   50",,," 1848","0.00",,"0.0","0.0",,"84","59",,"  340",,,"  360",,"14.1",,,"21.9","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-26",,"    0",,"    0",,," 1142","0.00",,"0.0","0.0",,"77","56",,"   40",,,"   45",,"13.0",,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-27",,"   20",,"   30",,," 1036","0.00",,"0.0","0.0",,"79","48",,"   90",,,"  135",,"8.1",,,"10.3",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-28",,"   30",,"   40",,," 1142","0.00",,"0.0","0.0",,"84","53",,"  230",,,"   90",,"12.1",,,"15.0",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-29",,"   60",,"   70",,," 2236","0.00",,"0.0","0.0",,"88","60",,"  230",,,"  225",,"16.1",,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-30",,"   90",,"  100",,," 1436","0.31",,"0.0","0.0",,"83","68",,"  200",,,"  180",,"17.9",,,"30.0","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-05-31",,"   60",,"   50",,," 1342","0.00",,"0.0","0.0",,"85","69",,"  220",,,"  225",,"17.0",,,"25.3",,,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-01",,"   90",,"   80",,," 1100","0.50",,"0.0","0.0",,"78","67",,"  210",,,"  225",,"17.9",,,"24.2","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-02",,"  100",,"  100",,," 1248","0.01",,"0.0","0.0",,"84","69",,"  220",,,"  225",,"17.9",,,"27.5",,,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-03",,"   50",,"   60",,," 0442","0.00",,"0.0","0.0",,"86","64",,"  340",,,"  225",,"17.9",,,"27.5",,,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-04",,"   50",,"   70",,," 0030","0.00",,"0.0","0.0",,"77","57",,"  360",,,"  360",,"14.1",,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-05",,"   80",,"   90",,," 1200","0.00",,"0.0","0.0",,"81","59",,"  130",,,"  180",,"14.1",,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-06",,"   70",,"   80",,," 1306","0.00",,"0.0","0.0",,"88","70",,"  240",,,"  225",,"23.0",,,"38.0",,,,,,,,"    1",,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-07",,"   90",,"  100",,," 1106","0.97",,"0.0","0.0",,"90","72",,"  240",,,"  225",,"21.9",,,"31.1",,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-08",,"   30",,"   20",,," 0900","0.00",,"0.0","0.0",,"73","50",,"  340",,,"  360",,"17.9",,,"33.3",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-09",,"   50",,"   40",,," 1148","0.04",,"0.0","0.0",,"77","50",,"  360",,,"  270",,"23.0",,,"30.0",,,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-10",,"   60",,"   70",,," 1554","0.73",,"0.0","0.0",,"70","55",,"  310",,,"  315",,"16.1",,,"38.0",,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-11",,"    0",,"    0",,," 1512","0.00",,"0.0","0.0",,"69","46",,"  310",,,"  360",,"15.0",,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-12",,"    0",,"    0",,," 1118","0.00",,"0.0","0.0",,"75","48",,"  120",,,"  135",,"16.1",,,"21.9",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-13",,"   70",,"  100",,," 1136","0.00",,"0.0","0.0",,"82","50",,"  110",,,"  180",,"8.1",,,"12.8",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-14",,"   70",,"   60",,," 1406","0.00",,"0.0","0.0",,"87","64",,"  230",,,"  180",,"13.0",,,"20.8",,,,,,,,"    1",,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-15",,"   90",,"   90",,," 1230","0.19",,"0.0","0.0",,"86","67",,"  220",,,"  225",,"19.9",,,"31.1","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-16",,"   70",,"   80",,," 0024","0.76",,"0.0","0.0",,"69","56",,"   20",,,"   90",,"19.9",,,"25.3",,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-17",,"   60",,"   70",,," 1124","0.00",,"0.0","0.0",,"73","47",,"  100",,,"   90",,"12.1",,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-18",,"   10",,"    0",,," 1712","0.00",,"0.0","0.0",,"78","51",,"  310",,,"  315",,"8.1",,,"12.8",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-19",,"   40",,"   50",,," 1912","0.10",,"0.0","0.0",,"82","54",,"  340",,,"  360",,"23.0",,,"30.0","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-20",,"   40",,"   40",,," 0154","0.00",,"0.0","0.0",,"75","52",,"  360",,,"   45",,"14.1",,,"21.9",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-21",,"   40",,"   40",,," 1054","0.00",,"0.0","0.0",,"79","54",,"  180",,,"  135",,"10.1",,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-22",,"   20",,"   20",,," 1100","0.00",,"0.0","0.0",,"85","54",,"  130",,,"  135",,"10.1",,,"12.8",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-23",,"   90",,"  100",,," 1636","0.39",,"0.0","0.0",,"83","64",,"  260",,,"  225",,"19.9",,,"32.2",,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-24",,"   90",,"  100",,," 1442","0.00",,"0.0","0.0",,"81","67",,"  130",,,"  135",,"15.0",,,"21.9","    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-25",,"   50",,"   50",,," 1148","0.00",,"0.0","0.0",,"83","64",,"   90",,,"   90",,"12.1",,,"15.0",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-26",,"   20",,"   20",,," 1348","0.00",,"0.0","0.0",,"89","64",,"  320",,,"  315",,"8.9",,,"13.9","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-27",,"   30",,"   30",,," 1454","0.00",,"0.0","0.0",,"91","70",,"  230",,,"  225",,"12.1",,,"16.1","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-28",,"   90",,"  100",,," 1942","0.44",,"0.0","0.0",,"93","71",,"  300",,,"  270",,"23.9",,,"46.1","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-29",,"   70",,"   80",,," 1118","0.00",,"0.0","0.0",,"84","69",,"  270",,,"  270",,"17.0",,,"26.4","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-06-30",,"   40",,"   40",,," 1136","0.00",,"0.0","0.0",,"76","57",,"  360",,,"  270",,"13.0",,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-07-01",,"   60",,"   80",,," 1036","0.00",,"0.0","0.0",,"83","56",,"  190",,,"  135",,"15.0",,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-07-02",,"   70",,"   80",,," 2042","0.30",,"0.0","0.0",,"88","69",,"  240",,,"  225",,"21.0",,,"33.3",,,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-07-03",,"   90",,"  100",,," 1306","0.28",,"0.0","0.0",,"81","69",,"  270",,,"  270",,"14.1",,,"20.8","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-07-04",,"   70",,"   90",,," 1842","0.08",,"0.0","0.0",,"81","67",,"  230",,,"  225",,"14.1",,,"20.8","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-07-05",,"   40",,"   40",,," 0748","0.05",,"0.0","0.0",,"89","71",,"  300",,,"  270",,"17.9",,,"28.9",,,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-07-06",,"   10",,"   20",,," 1454","0.00",,"0.0","0.0",,"81","63",,"   30",,,"  360",,"12.1",,,"15.0",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-07-07",,"   20",,"   30",,," 1624","0.00",,"0.0","0.0",,"84","57",,"  230",,,"  225",,"17.9",,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-07-08",,"   50",,"   50",,," 2148","2.61",,"0.0","0.0",,"97","71",,"  340",,,"   45",,"34.9",,,"82.8",,,"    1","    1","    1",,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-07-09",,"  100",,"  100",,," 1324","0.00",,"0.0","0.0",,"91","70",,"  270",,,"  270",,"16.1",,,"20.8","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-07-10",,"   70",,"   80",,," 0306","0.78",,"0.0","0.0",,"87","70",,"  300",,,"  360",,"17.0",,,"26.4",,,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-07-11",,"   20",,"   20",,," 1354","0.00",,"0.0","0.0",,"88","69",,"  270",,,"  315",,"8.9",,,"12.8","    1",,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-07-12",,"   50",,"   70",,," 1330","0.00",,"0.0","0.0",,"92","66",,"  210",,,"  225",,"17.0",,,"24.2","    1",,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-07-13",,"   30",,"   30",,," 0448","0.00",,"0.0","0.0",,"84","70",,"   60",,,"   45",,"14.1",,,"17.2","    1",,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1980-07-14",,"   10",,"    0",,," 1530","0.00",,"0.0","0.0",,"88","64",,"  160",,,"  180",,"8.1",,,"13.9",,,,,,,,,,,,,,,,,,,,,
